Date,daily_search ,daliy_search_scaled,log_daily_search
16-Mar-10,79,225.7142857,5.419269977
17-Mar-10,55,157.1428571,5.05715531
18-Mar-10,50,142.8571429,4.96184513
19-Mar-10,39,111.4285714,4.713383771
20-Mar-10,29,82.85714286,4.417117954
21-Mar-10,47,127.5714286,4.848676432
22-Mar-10,52,141.1428571,4.949772549
23-Mar-10,55,149.2857143,5.005862015
24-Mar-10,75,203.5714286,5.316016944
25-Mar-10,58,157.4285714,5.058971841
26-Mar-10,41,111.2857143,4.712100897
27-Mar-10,38,103.1428571,4.63611499
28-Mar-10,66,169.7142857,5.134116351
29-Mar-10,59,151.7142857,5.021999053
30-Mar-10,66,169.7142857,5.134116351
31-Mar-10,43,110.5714286,4.705661725
1-Apr-10,65,167.1428571,5.118848879
2-Apr-10,41,105.4285714,4.658033676
3-Apr-10,34,87.42857143,4.470822133
4-Apr-10,50,114.2857143,4.738701579
5-Apr-10,44,100.5714286,4.610868207
6-Apr-10,55,125.7142857,4.834011758
7-Apr-10,59,134.8571429,4.904216017
8-Apr-10,59,134.8571429,4.904216017
9-Apr-10,48,109.7142857,4.697879584
10-Apr-10,35,80,4.382026635
11-Apr-10,65,176.4285714,5.1729161
12-Apr-10,48,130.2857143,4.869729841
13-Apr-10,53,143.8571429,4.968820744
14-Apr-10,64,173.7142857,5.157411913
15-Apr-10,69,187.2857143,5.232635335
16-Apr-10,50,135.7142857,4.910551836
17-Apr-10,23,62.42857143,4.134023046
18-Apr-10,39,105.8571429,4.662090476
19-Apr-10,68,184.5714286,5.218036535
20-Apr-10,73,198.1428571,5.288988271
21-Apr-10,72,195.4285714,5.275194949
22-Apr-10,42,114,4.736198448
23-Apr-10,37,100.4285714,4.609446743
24-Apr-10,30,81.42857143,4.399726212
25-Apr-10,35,95,4.553876892
26-Apr-10,70,190,5.247024072
27-Apr-10,47,127.5714286,4.848676432
28-Apr-10,67,181.8571429,5.20322145
29-Apr-10,72,195.4285714,5.275194949
30-Apr-10,56,152,5.023880521
1-May-10,41,111.2857143,4.712100897
2-May-10,61,165.5714286,5.109402694
3-May-10,62,168.2857143,5.125663215
4-May-10,61,165.5714286,5.109402694
5-May-10,65,176.4285714,5.1729161
6-May-10,64,173.7142857,5.157411913
7-May-10,47,127.5714286,4.848676432
8-May-10,31,84.14285714,4.432516035
9-May-10,37,105.7142857,4.660740037
10-May-10,66,188.5714286,5.239476867
11-May-10,66,188.5714286,5.239476867
12-May-10,65,185.7142857,5.224209394
13-May-10,48,137.1428571,4.921023135
14-May-10,51,145.7142857,4.981647757
15-May-10,39,111.4285714,4.713383771
16-May-10,60,145.7142857,4.981647757
17-May-10,61,148.1428571,4.998177059
18-May-10,47,114.1428571,4.737450797
19-May-10,51,123.8571429,4.819128828
20-May-10,56,136,4.912654886
21-May-10,38,92.28571429,4.524889355
22-May-10,28,68,4.219507705
23-May-10,49,112,4.718498871
24-May-10,42,96,4.564348191
25-May-10,53,121.1428571,4.796970487
26-May-10,55,125.7142857,4.834011758
27-May-10,49,112,4.718498871
28-May-10,48,109.7142857,4.697879584
29-May-10,0,2.285714286,0.826678573
30-May-10,30,132.8571429,4.889274437
31-May-10,100,442.8571429,6.093247241
1-Jun-10,99,438.4285714,6.083196906
2-Jun-10,82,363.1428571,5.894796303
3-Jun-10,49,217,5.379897354
4-Jun-10,70,310,5.736572297
5-Jun-10,57,252.4285714,5.531128323
6-Jun-10,61,244,5.497168225
7-Jun-10,100,400,5.991464547
8-Jun-10,86,344,5.840641657
9-Jun-10,42,168,5.123963979
10-Jun-10,46,184,5.214935758
11-Jun-10,39,156,5.049856007
12-Jun-10,31,124,4.820281566
13-Jun-10,20,31.42857143,3.447717397
14-Jun-10,23,36.14285714,3.58747934
15-Jun-10,25,39.28571429,3.670860949
16-Jun-10,30,47.14285714,3.853182505
17-Jun-10,28,44,3.784189634
18-Jun-10,14,22,3.091042453
19-Jun-10,22,34.57142857,3.543027577
20-Jun-10,30,34.28571429,3.534728774
21-Jun-10,20,22.85714286,3.129263666
22-Jun-10,21,24,3.17805383
23-Jun-10,17,19.42857143,2.966744737
24-Jun-10,13,14.85714286,2.69848075
25-Jun-10,0,1.142857143,0.133531393
26-Jun-10,23,26.28571429,3.269025609
27-Jun-10,0,0.714285714,-0.336472237
28-Jun-10,0,0.714285714,-0.336472237
29-Jun-10,0,0.714285714,-0.336472237
30-Jun-10,14,10,2.302585093
1-Jul-10,0,0.714285714,-0.336472237
2-Jul-10,0,0.714285714,-0.336472237
3-Jul-10,0,0.714285714,-0.336472237
4-Jul-10,20,17.14285714,2.841581594
5-Jul-10,0,0.857142857,-0.15415068
6-Jul-10,13,11.14285714,2.410798678
7-Jul-10,17,14.57142857,2.679062664
8-Jul-10,20,17.14285714,2.841581594
9-Jul-10,0,0.857142857,-0.15415068
10-Jul-10,0,0.857142857,-0.15415068
11-Jul-10,0,0.714285714,-0.336472237
12-Jul-10,0,0.714285714,-0.336472237
13-Jul-10,14,10,2.302585093
14-Jul-10,12,8.571428571,2.148434413
15-Jul-10,0,0.714285714,-0.336472237
16-Jul-10,0,0.714285714,-0.336472237
17-Jul-10,0,0.714285714,-0.336472237
18-Jul-10,0,0.714285714,-0.336472237
19-Jul-10,14,10,2.302585093
20-Jul-10,16,11.42857143,2.436116486
21-Jul-10,16,11.42857143,2.436116486
22-Jul-10,13,9.285714286,2.228477121
23-Jul-10,0,0.714285714,-0.336472237
24-Jul-10,0,0.714285714,-0.336472237
25-Jul-10,0,0.714285714,-0.336472237
26-Jul-10,0,0.714285714,-0.336472237
27-Jul-10,15,10.71428571,2.371577964
28-Jul-10,22,15.71428571,2.754570217
29-Jul-10,0,0.714285714,-0.336472237
30-Jul-10,0,0.714285714,-0.336472237
31-Jul-10,0,0.714285714,-0.336472237
1-Aug-10,22,15.71428571,2.754570217
2-Aug-10,17,12.14285714,2.496741107
3-Aug-10,11,7.857142857,2.061423036
4-Aug-10,0,0.714285714,-0.336472237
5-Aug-10,0,0.714285714,-0.336472237
6-Aug-10,0,0.714285714,-0.336472237
7-Aug-10,19,13.57142857,2.607966743
8-Aug-10,0,0.571428571,-0.559615788
9-Aug-10,0,0.571428571,-0.559615788
10-Aug-10,0,0.571428571,-0.559615788
11-Aug-10,0,0.571428571,-0.559615788
12-Aug-10,11,6.285714286,1.838279485
13-Aug-10,0,0.571428571,-0.559615788
14-Aug-10,0,0.571428571,-0.559615788
15-Aug-10,0,1,0
16-Aug-10,15,15,2.708050201
17-Aug-10,11,11,2.397895273
18-Aug-10,13,13,2.564949357
19-Aug-10,13,13,2.564949357
20-Aug-10,12,12,2.48490665
21-Aug-10,15,15,2.708050201
22-Aug-10,20,17.14285714,2.841581594
23-Aug-10,12,10.28571429,2.33075597
24-Aug-10,15,12.85714286,2.553899521
25-Aug-10,0,0.857142857,-0.15415068
26-Aug-10,16,13.71428571,2.618438042
27-Aug-10,15,12.85714286,2.553899521
28-Aug-10,0,0.857142857,-0.15415068
29-Aug-10,26,40.85714286,3.710081662
30-Aug-10,38,59.71428571,4.089571283
31-Aug-10,22,34.57142857,3.543027577
1-Sep-10,58,91.14285714,4.512428134
2-Sep-10,89,139.8571429,4.940621493
3-Sep-10,60,94.28571429,4.546329686
4-Sep-10,34,53.42857143,3.978345648
5-Sep-10,34,43.71428571,3.777674953
6-Sep-10,79,101.5714286,4.620762281
7-Sep-10,45,57.85714286,4.057976918
8-Sep-10,38,48.85714286,3.888900588
9-Sep-10,23,29.57142857,3.386808644
10-Sep-10,52,66.85714286,4.202558147
11-Sep-10,38,48.85714286,3.888900588
12-Sep-10,43,61.42857143,4.11787506
13-Sep-10,46,65.71428571,4.18531634
14-Sep-10,46,65.71428571,4.18531634
15-Sep-10,70,100,4.605170186
16-Sep-10,66,94.28571429,4.546329686
17-Sep-10,34,48.57142857,3.883035469
18-Sep-10,0,1.428571429,0.356674944
19-Sep-10,33,51.85714286,3.948492685
20-Sep-10,26,40.85714286,3.710081662
21-Sep-10,60,94.28571429,4.546329686
22-Sep-10,54,84.85714286,4.44096917
23-Sep-10,56,88,4.477336814
24-Sep-10,54,84.85714286,4.44096917
25-Sep-10,63,99,4.59511985
26-Sep-10,69,138,4.927253685
27-Sep-10,79,158,5.062595033
28-Sep-10,100,200,5.298317367
29-Sep-10,66,132,4.882801923
30-Sep-10,51,102,4.624972813
1-Oct-10,56,112,4.718498871
2-Oct-10,31,62,4.127134385
3-Oct-10,52,81.71428571,4.403228842
4-Oct-10,56,88,4.477336814
5-Oct-10,56,88,4.477336814
6-Oct-10,53,83.28571429,4.422277037
7-Oct-10,37,58.14285714,4.062903036
8-Oct-10,47,73.85714286,4.302132725
9-Oct-10,33,51.85714286,3.948492685
10-Oct-10,43,73.71428571,4.300196616
11-Oct-10,79,135.4285714,4.908444353
12-Oct-10,57,97.71428571,4.582047769
13-Oct-10,46,78.85714286,4.367637897
14-Oct-10,86,147.4285714,4.993343797
15-Oct-10,51,87.42857143,4.470822133
16-Oct-10,31,53.14285714,3.972983705
17-Oct-10,30,60,4.094344562
18-Oct-10,88,176,5.170483995
19-Oct-10,67,134,4.8978398
20-Oct-10,76,152,5.023880521
21-Oct-10,89,178,5.18178355
22-Oct-10,58,116,4.753590191
23-Oct-10,33,66,4.189654742
24-Oct-10,34,53.42857143,3.978345648
25-Oct-10,56,88,4.477336814
26-Oct-10,46,72.28571429,4.28062652
27-Oct-10,64,100.5714286,4.610868207
28-Oct-10,53,83.28571429,4.422277037
29-Oct-10,50,78.57142857,4.364008129
30-Oct-10,46,72.28571429,4.28062652
31-Oct-10,48,89.14285714,4.490240219
1-Nov-10,69,128.1428571,4.853145713
2-Nov-10,72,133.7142857,4.895705327
3-Nov-10,67,124.4285714,4.823731828
4-Nov-10,65,120.7142857,4.793426478
5-Nov-10,46,85.42857143,4.447680605
6-Nov-10,44,81.71428571,4.403228842
7-Nov-10,49,84,4.430816799
8-Nov-10,50,85.71428571,4.451019506
9-Nov-10,83,142.2857143,4.957837109
10-Nov-10,49,84,4.430816799
11-Nov-10,57,97.71428571,4.582047769
12-Nov-10,68,116.5714286,4.758504206
13-Nov-10,31,53.14285714,3.972983705
14-Nov-10,64,128,4.852030264
15-Nov-10,80,160,5.075173815
16-Nov-10,75,150,5.010635294
17-Nov-10,79,158,5.062595033
18-Nov-10,63,126,4.836281907
19-Nov-10,49,98,4.584967479
20-Nov-10,44,88,4.477336814
21-Nov-10,60,94.28571429,4.546329686
22-Nov-10,67,105.2857143,4.656677743
23-Nov-10,56,88,4.477336814
24-Nov-10,33,51.85714286,3.948492685
25-Nov-10,48,75.42857143,4.323186135
26-Nov-10,38,59.71428571,4.089571283
27-Nov-10,37,58.14285714,4.062903036
28-Nov-10,32,59.42857143,4.084775111
29-Nov-10,48,89.14285714,4.490240219
30-Nov-10,89,165.2857143,5.107675578
1-Dec-10,89,165.2857143,5.107675578
2-Dec-10,92,170.8571429,5.140827785
3-Dec-10,78,144.8571429,4.975748035
4-Dec-10,65,120.7142857,4.793426478
5-Dec-10,83,166,5.111987788
6-Dec-10,65,130,4.86753445
7-Dec-10,91,182,5.204006687
8-Dec-10,71,142,4.955827058
9-Dec-10,91,182,5.204006687
10-Dec-10,68,136,4.912654886
11-Dec-10,0,2,0.693147181
12-Dec-10,71,121.7142857,4.801676378
13-Dec-10,84,144,4.9698133
14-Dec-10,100,171.4285714,5.144166687
15-Dec-10,62,106.2857143,4.666130886
16-Dec-10,65,111.4285714,4.713383771
17-Dec-10,61,104.5714286,4.649870365
18-Dec-10,43,73.71428571,4.300196616
19-Dec-10,48,48,3.871201011
20-Dec-10,38,38,3.63758616
21-Dec-10,45,45,3.80666249
22-Dec-10,39,39,3.663561646
23-Dec-10,51,51,3.931825633
24-Dec-10,0,1,0
25-Dec-10,51,51,3.931825633
26-Dec-10,50,35.71428571,3.575550769
27-Dec-10,0,0.714285714,-0.336472237
28-Dec-10,0,0.714285714,-0.336472237
29-Dec-10,0,0.714285714,-0.336472237
30-Dec-10,0,0.714285714,-0.336472237
31-Dec-10,37,26.42857143,3.274445676
1-Jan-11,0,0.714285714,-0.336472237
2-Jan-11,0,1.285714286,0.251314428
3-Jan-11,36,46.28571429,3.834833367
4-Jan-11,52,66.85714286,4.202558147
5-Jan-11,54,69.42857143,4.240298475
6-Jan-11,66,84.85714286,4.44096917
7-Jan-11,58,74.57142857,4.311757439
8-Jan-11,36,46.28571429,3.834833367
9-Jan-11,35,45,3.80666249
10-Jan-11,50,64.28571429,4.163337434
11-Jan-11,55,70.71428571,4.258647614
12-Jan-11,60,77.14285714,4.345658991
13-Jan-11,58,74.57142857,4.311757439
14-Jan-11,49,63,4.143134726
15-Jan-11,27,34.71428571,3.547151294
16-Jan-11,0,1.285714286,0.251314428
17-Jan-11,32,41.14285714,3.717050331
18-Jan-11,46,59.14285714,4.079955825
19-Jan-11,54,69.42857143,4.240298475
20-Jan-11,73,93.85714286,4.541773869
21-Jan-11,64,82.28571429,4.410197512
22-Jan-11,33,42.42857143,3.74782199
23-Jan-11,44,62.85714286,4.140864578
24-Jan-11,72,102.8571429,4.633341063
25-Jan-11,65,92.85714286,4.531062214
26-Jan-11,46,65.71428571,4.18531634
27-Jan-11,56,80,4.382026635
28-Jan-11,60,85.71428571,4.451019506
29-Jan-11,45,64.28571429,4.163337434
30-Jan-11,58,99.42857143,4.599439511
31-Jan-11,88,150.8571429,5.016333315
1-Feb-11,72,123.4285714,4.81566262
2-Feb-11,60,102.8571429,4.633341063
3-Feb-11,86,147.4285714,4.993343797
4-Feb-11,57,97.71428571,4.582047769
5-Feb-11,37,63.42857143,4.149914413
6-Feb-11,39,61.28571429,4.11554677
7-Feb-11,49,77,4.343805422
8-Feb-11,70,110,4.700480366
9-Feb-11,62,97.42857143,4.579119509
10-Feb-11,60,94.28571429,4.546329686
11-Feb-11,70,110,4.700480366
12-Feb-11,65,102.1428571,4.626372394
13-Feb-11,69,108.4285714,4.686091628
14-Feb-11,64,100.5714286,4.610868207
15-Feb-11,60,94.28571429,4.546329686
16-Feb-11,81,127.2857143,4.846434278
17-Feb-11,76,119.4285714,4.782718464
18-Feb-11,65,102.1428571,4.626372394
19-Feb-11,43,67.57142857,4.213185239
20-Feb-11,54,77.14285714,4.345658991
21-Feb-11,52,74.28571429,4.307918663
22-Feb-11,84,120,4.787491743
23-Feb-11,74,105.7142857,4.660740037
24-Feb-11,31,44.28571429,3.790662148
25-Feb-11,52,74.28571429,4.307918663
26-Feb-11,5,7.142857143,1.966112856
27-Feb-11,9,14.14285714,2.649209701
28-Feb-11,11,17.28571429,2.849880397
1-Mar-11,11,17.28571429,2.849880397
2-Mar-11,13,20.42857143,3.016934481
3-Mar-11,8,12.57142857,2.531426665
4-Mar-11,11,17.28571429,2.849880397
5-Mar-11,0,1.571428571,0.451985124
6-Mar-11,12,20.57142857,3.023903151
7-Mar-11,14,24,3.17805383
8-Mar-11,10,17.14285714,2.841581594
9-Mar-11,15,25.71428571,3.247046702
10-Mar-11,15,25.71428571,3.247046702
11-Mar-11,10,17.14285714,2.841581594
12-Mar-11,0,1.714285714,0.538996501
13-Mar-11,9,14.14285714,2.649209701
14-Mar-11,14,22,3.091042453
15-Mar-11,10,15.71428571,2.754570217
16-Mar-11,11,17.28571429,2.849880397
17-Mar-11,11,17.28571429,2.849880397
18-Mar-11,9,14.14285714,2.649209701
19-Mar-11,7,11,2.397895273
20-Mar-11,10,17.14285714,2.841581594
21-Mar-11,9,15.42857143,2.736221078
22-Mar-11,11,18.85714286,2.936891774
23-Mar-11,13,22.28571429,3.103945858
24-Mar-11,17,29.14285714,3.372209845
25-Mar-11,13,22.28571429,3.103945858
26-Mar-11,7,12,2.48490665
27-Mar-11,14,24,3.17805383
28-Mar-11,11,18.85714286,2.936891774
29-Mar-11,12,20.57142857,3.023903151
30-Mar-11,15,25.71428571,3.247046702
31-Mar-11,13,22.28571429,3.103945858
1-Apr-11,8,13.71428571,2.618438042
2-Apr-11,9,15.42857143,2.736221078
3-Apr-11,8,12.57142857,2.531426665
4-Apr-11,13,20.42857143,3.016934481
5-Apr-11,14,22,3.091042453
6-Apr-11,9,14.14285714,2.649209701
7-Apr-11,13,20.42857143,3.016934481
8-Apr-11,9,14.14285714,2.649209701
9-Apr-11,9,14.14285714,2.649209701
10-Apr-11,11,17.28571429,2.849880397
11-Apr-11,15,23.57142857,3.160035325
12-Apr-11,10,15.71428571,2.754570217
13-Apr-11,12,18.85714286,2.936891774
14-Apr-11,11,17.28571429,2.849880397
15-Apr-11,9,14.14285714,2.649209701
16-Apr-11,6,9.428571429,2.243744593
17-Apr-11,8,12.57142857,2.531426665
18-Apr-11,13,20.42857143,3.016934481
19-Apr-11,16,25.14285714,3.224573846
20-Apr-11,10,15.71428571,2.754570217
21-Apr-11,11,17.28571429,2.849880397
22-Apr-11,6,9.428571429,2.243744593
23-Apr-11,6,9.428571429,2.243744593
24-Apr-11,9,16.71428571,2.816263786
25-Apr-11,14,26,3.258096538
26-Apr-11,16,29.71428571,3.391627931
27-Apr-11,16,29.71428571,3.391627931
28-Apr-11,16,29.71428571,3.391627931
29-Apr-11,14,26,3.258096538
30-Apr-11,0,1.857142857,0.619039208
1-May-11,10,21.42857143,3.064725145
2-May-11,17,36.42857143,3.595353396
3-May-11,17,36.42857143,3.595353396
4-May-11,23,49.28571429,3.897634268
5-May-11,16,34.28571429,3.534728774
6-May-11,13,27.85714286,3.32708941
7-May-11,8,17.14285714,2.841581594
8-May-11,10,20,2.995732274
9-May-11,15,30,3.401197382
10-May-11,19,38,3.63758616
11-May-11,16,32,3.465735903
12-May-11,17,34,3.526360525
13-May-11,15,30,3.401197382
14-May-11,11,22,3.091042453
15-May-11,17,116.5714286,4.758504206
16-May-11,20,137.1428571,4.921023135
17-May-11,20,137.1428571,4.921023135
18-May-11,20,137.1428571,4.921023135
19-May-11,97,665.1428571,6.50000184
20-May-11,100,685.7142857,6.530461048
21-May-11,59,404.5714286,6.002828306
22-May-11,45,205.7142857,5.326488244
23-May-11,39,178.2857143,5.1833874
24-May-11,48,219.4285714,5.391026765
25-May-11,37,169.1428571,5.130743666
26-May-11,24,109.7142857,4.697879584
27-May-11,98,448,6.104793232
28-May-11,72,329.1428571,5.796491873
29-May-11,76,173.7142857,5.157411913
30-May-11,93,212.5714286,5.359278066
31-May-11,100,228.5714286,5.431848759
1-Jun-11,79,180.5714286,5.196126426
2-Jun-11,95,217.1428571,5.380555465
3-Jun-11,88,201.1428571,5.304015388
4-Jun-11,63,144,4.9698133
5-Jun-11,92,170.8571429,5.140827785
6-Jun-11,81,150.4285714,5.013488363
7-Jun-11,75,139.2857143,4.936527322
8-Jun-11,68,126.2857143,4.838546914
9-Jun-11,58,107.7142857,4.679482219
10-Jun-11,56,104,4.644390899
11-Jun-11,30,55.71428571,4.02023659
12-Jun-11,61,69.71428571,4.244405257
13-Jun-11,61,69.71428571,4.244405257
14-Jun-11,49,56,4.025351691
15-Jun-11,45,51.42857143,3.940193882
16-Jun-11,26,29.71428571,3.391627931
17-Jun-11,20,22.85714286,3.129263666
18-Jun-11,39,44.57142857,3.797093039
19-Jun-11,45,38.57142857,3.65251181
20-Jun-11,36,30.85714286,3.429368259
21-Jun-11,42,36,3.583518938
22-Jun-11,31,26.57142857,3.279836525
23-Jun-11,32,27.42857143,3.311585223
24-Jun-11,28,24,3.17805383
25-Jun-11,27,23.14285714,3.141686186
26-Jun-11,47,40.28571429,3.695996922
27-Jun-11,35,30,3.401197382
28-Jun-11,37,31.71428571,3.456767233
29-Jun-11,34,29.14285714,3.372209845
30-Jun-11,22,18.85714286,2.936891774
1-Jul-11,0,0.857142857,-0.15415068
2-Jul-11,0,0.857142857,-0.15415068
3-Jul-11,29,20.71428571,3.030823593
4-Jul-11,37,26.42857143,3.274445676
5-Jul-11,20,14.28571429,2.659260037
6-Jul-11,34,24.28571429,3.189888288
7-Jul-11,18,12.85714286,2.553899521
8-Jul-11,22,15.71428571,2.754570217
9-Jul-11,26,18.57142857,2.921624301
10-Jul-11,0,0.857142857,-0.15415068
11-Jul-11,38,32.57142857,3.48343548
12-Jul-11,39,33.42857143,3.509410966
13-Jul-11,35,30,3.401197382
14-Jul-11,29,24.85714286,3.21314515
15-Jul-11,28,24,3.17805383
16-Jul-11,42,36,3.583518938
17-Jul-11,37,21.14285714,3.051302125
18-Jul-11,27,15.42857143,2.736221078
19-Jul-11,18,10.28571429,2.33075597
20-Jul-11,19,10.85714286,2.384823191
21-Jul-11,31,17.71428571,2.874371417
22-Jul-11,0,0.571428571,-0.559615788
23-Jul-11,0,0.571428571,-0.559615788
24-Jul-11,24,20.57142857,3.023903151
25-Jul-11,36,30.85714286,3.429368259
26-Jul-11,32,27.42857143,3.311585223
27-Jul-11,45,38.57142857,3.65251181
28-Jul-11,26,22.28571429,3.103945858
29-Jul-11,19,16.28571429,2.790288299
30-Jul-11,24,20.57142857,3.023903151
31-Jul-11,37,26.42857143,3.274445676
1-Aug-11,29,20.71428571,3.030823593
2-Aug-11,22,15.71428571,2.754570217
3-Aug-11,39,27.85714286,3.32708941
4-Aug-11,28,20,2.995732274
5-Aug-11,31,22.14285714,3.097514968
6-Aug-11,0,0.714285714,-0.336472237
7-Aug-11,29,16.57142857,2.807680042
8-Aug-11,37,21.14285714,3.051302125
9-Aug-11,21,12,2.48490665
10-Aug-11,18,10.28571429,2.33075597
11-Aug-11,0,0.571428571,-0.559615788
12-Aug-11,30,17.14285714,2.841581594
13-Aug-11,0,0.571428571,-0.559615788
14-Aug-11,0,0.571428571,-0.559615788
15-Aug-11,29,16.57142857,2.807680042
16-Aug-11,0,0.571428571,-0.559615788
17-Aug-11,19,10.85714286,2.384823191
18-Aug-11,32,18.28571429,2.906120115
19-Aug-11,30,17.14285714,2.841581594
20-Aug-11,26,14.85714286,2.69848075
21-Aug-11,35,35,3.555348061
22-Aug-11,42,42,3.737669618
23-Aug-11,33,33,3.496507561
24-Aug-11,38,38,3.63758616
25-Aug-11,9,9,2.197224577
26-Aug-11,10,10,2.302585093
27-Aug-11,0,1,0
28-Aug-11,0,0.857142857,-0.15415068
29-Aug-11,11,9.428571429,2.243744593
30-Aug-11,9,7.714285714,2.043073898
31-Aug-11,12,10.28571429,2.33075597
1-Sep-11,12,10.28571429,2.33075597
2-Sep-11,11,9.428571429,2.243744593
3-Sep-11,9,7.714285714,2.043073898
4-Sep-11,11,12.57142857,2.531426665
5-Sep-11,22,25.14285714,3.224573846
6-Sep-11,17,19.42857143,2.966744737
7-Sep-11,15,17.14285714,2.841581594
8-Sep-11,16,18.28571429,2.906120115
9-Sep-11,7,8,2.079441542
10-Sep-11,0,1.142857143,0.133531393
11-Sep-11,12,20.57142857,3.023903151
12-Sep-11,15,25.71428571,3.247046702
13-Sep-11,17,29.14285714,3.372209845
14-Sep-11,31,53.14285714,3.972983705
15-Sep-11,28,48,3.871201011
16-Sep-11,27,46.28571429,3.834833367
17-Sep-11,20,34.28571429,3.534728774
18-Sep-11,20,85.71428571,4.451019506
19-Sep-11,32,137.1428571,4.921023135
20-Sep-11,42,180,5.192956851
21-Sep-11,71,304.2857143,5.71796711
22-Sep-11,53,227.1428571,5.425579146
23-Sep-11,100,428.5714286,6.060457419
24-Sep-11,65,278.5714286,5.629674503
25-Sep-11,53,143.8571429,4.968820744
26-Sep-11,44,119.4285714,4.782718464
27-Sep-11,43,116.7142857,4.759728946
28-Sep-11,38,103.1428571,4.63611499
29-Sep-11,30,81.42857143,4.399726212
30-Sep-11,32,86.85714286,4.464264733
1-Oct-11,15,40.71428571,3.706579031
2-Oct-11,28,52,3.951243719
3-Oct-11,27,50.14285714,3.914876074
4-Oct-11,27,50.14285714,3.914876074
5-Oct-11,23,42.71428571,3.754533424
6-Oct-11,32,59.42857143,4.084775111
7-Oct-11,17,31.57142857,3.452252552
8-Oct-11,11,20.42857143,3.016934481
9-Oct-11,10,15.71428571,2.754570217
10-Oct-11,25,39.28571429,3.670860949
11-Oct-11,25,39.28571429,3.670860949
12-Oct-11,25,39.28571429,3.670860949
13-Oct-11,24,37.71428571,3.630038954
14-Oct-11,14,22,3.091042453
15-Oct-11,9,14.14285714,2.649209701
16-Oct-11,18,36,3.583518938
17-Oct-11,22,44,3.784189634
18-Oct-11,37,74,4.304065093
19-Oct-11,29,58,4.060443011
20-Oct-11,26,52,3.951243719
21-Oct-11,20,40,3.688879454
22-Oct-11,12,24,3.17805383
23-Oct-11,18,28.28571429,3.342356882
24-Oct-11,21,33,3.496507561
25-Oct-11,16,25.14285714,3.224573846
26-Oct-11,24,37.71428571,3.630038954
27-Oct-11,27,42.42857143,3.74782199
28-Oct-11,22,34.57142857,3.543027577
29-Oct-11,14,22,3.091042453
30-Oct-11,21,42,3.737669618
31-Oct-11,28,56,4.025351691
1-Nov-11,31,62,4.127134385
2-Nov-11,32,64,4.158883083
3-Nov-11,27,54,3.988984047
4-Nov-11,21,42,3.737669618
5-Nov-11,15,30,3.401197382
6-Nov-11,23,39.42857143,3.674490717
7-Nov-11,23,39.42857143,3.674490717
8-Nov-11,25,42.85714286,3.757872326
9-Nov-11,27,46.28571429,3.834833367
10-Nov-11,18,30.85714286,3.429368259
11-Nov-11,19,32.57142857,3.48343548
12-Nov-11,15,25.71428571,3.247046702
13-Nov-11,12,20.57142857,3.023903151
14-Nov-11,27,46.28571429,3.834833367
15-Nov-11,27,46.28571429,3.834833367
16-Nov-11,30,51.42857143,3.940193882
17-Nov-11,25,42.85714286,3.757872326
18-Nov-11,20,34.28571429,3.534728774
19-Nov-11,13,22.28571429,3.103945858
20-Nov-11,16,#DIV/0!,#DIV/0!
21-Nov-11,20,#DIV/0!,#DIV/0!
22-Nov-11,21,#DIV/0!,#DIV/0!
