date,daily_wod_nc,daily_wod,length_disasters_news,interpolated_news,any_disaster_news,disaster_onset,ln_victims_disaster,year,month,dow,monthyear,daily_wod_nc_nk,daily_wod_nk,any_disaster_news_nk,disaster_onset_nk,ln_victims_disaster_nk,length_disasters_news_nk
2006-10-27,0.5,0.7037037,0.52777773,0.0,1.0,0.0,0.0,2006.0,Oct,Friday,2006-10-01,0.5,0.7037037,1.0,0.0,0.0,0.52777773
2006-10-28,0.71666664,0.8220588,0.25,0.0,1.0,0.0,0.0,2006.0,Oct,Saturday,2006-10-01,0.71666664,0.8220588,1.0,0.0,0.0,0.25
2006-10-29,0.71666664,0.82416666,0.25,0.0,1.0,0.0,0.0,2006.0,Oct,Sunday,2006-10-01,0.71666664,0.82416666,1.0,0.0,0.0,0.25
2006-10-30,0.95,0.97544646,0.033333335,0.0,1.0,0.0,0.0,2006.0,Oct,Monday,2006-10-01,0.95,0.97544646,1.0,0.0,0.0,0.033333335
2006-10-31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,Oct,Tuesday,2006-10-01,1.0,1.0,0.0,0.0,0.0,0.0
2006-11-01,0.8833333,0.8833333,0.055555552,0.0,1.0,0.0,0.0,2006.0,Nov,Wednesday,2006-11-01,0.8833333,0.8833333,1.0,0.0,0.0,0.055555552
2006-11-02,0.95,1.0914893,0.15,0.0,1.0,0.0,0.0,2006.0,Nov,Thursday,2006-11-01,0.95,1.0914893,1.0,0.0,0.0,0.15
2006-11-03,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Friday,2006-11-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2006-11-04,0.93333334,0.93333334,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Saturday,2006-11-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0
2006-11-05,1.1833333,1.1833333,0.0,0.0,0.0,1.0,1.0986123,2006.0,Nov,Sunday,2006-11-01,1.1833333,1.1833333,0.0,1.0,1.0986123,0.0
2006-11-06,1.3833333,1.3833333,0.01111111,0.0,1.0,0.0,0.0,2006.0,Nov,Monday,2006-11-01,1.3833333,1.3833333,1.0,0.0,0.0,0.01111111
2006-11-07,1.35,1.5,0.12777777,0.0,1.0,0.0,0.0,2006.0,Nov,Tuesday,2006-11-01,1.35,1.5,1.0,0.0,0.0,0.12777777
2006-11-08,1.25,1.25,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Wednesday,2006-11-01,1.25,1.25,0.0,0.0,0.0,0.0
2006-11-09,1.0166667,1.0166667,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Thursday,2006-11-01,1.0166667,1.0166667,0.0,0.0,0.0,0.0
2006-11-10,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Friday,2006-11-01,0.75,0.75,0.0,0.0,0.0,0.0
2006-11-11,1.2166667,1.2166667,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Saturday,2006-11-01,1.2166667,1.2166667,0.0,0.0,0.0,0.0
2006-11-12,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Sunday,2006-11-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2006-11-13,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Monday,2006-11-01,0.9,0.9,0.0,0.0,0.0,0.0
2006-11-14,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Tuesday,2006-11-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2006-11-15,0.7,0.7,0.027777776,0.0,1.0,1.0,2.5649493,2006.0,Nov,Wednesday,2006-11-01,0.7,0.7,1.0,1.0,2.5649493,0.027777776
2006-11-16,0.55,0.6611111,0.45555556,0.0,1.0,0.0,0.0,2006.0,Nov,Thursday,2006-11-01,0.55,0.6611111,1.0,0.0,0.0,0.45555556
2006-11-17,0.8333333,0.8666667,0.06666667,0.0,1.0,0.0,0.0,2006.0,Nov,Friday,2006-11-01,0.8333333,0.8666667,1.0,0.0,0.0,0.06666667
2006-11-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Saturday,2006-11-01,1.0,1.0,0.0,0.0,0.0,0.0
2006-11-19,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Sunday,2006-11-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2006-11-20,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Monday,2006-11-01,0.8,0.8,0.0,0.0,0.0,0.0
2006-11-21,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Tuesday,2006-11-01,0.7,0.7,0.0,0.0,0.0,0.0
2006-11-22,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Wednesday,2006-11-01,0.95,0.95,0.0,0.0,0.0,0.0
2006-11-23,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Thursday,2006-11-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2006-11-24,0.85833335,0.85833335,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Friday,2006-11-01,0.85833335,0.85833335,0.0,0.0,0.0,0.0
2006-11-25,0.5416667,0.5416667,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Saturday,2006-11-01,0.5416667,0.5416667,0.0,0.0,0.0,0.0
2006-11-26,0.9166667,0.9166667,0.0,0.0,0.0,1.0,2.3978953,2006.0,Nov,Sunday,2006-11-01,0.9166667,0.9166667,0.0,1.0,2.3978953,0.0
2006-11-27,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Monday,2006-11-01,0.85,0.85,0.0,0.0,0.0,0.0
2006-11-28,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Tuesday,2006-11-01,1.2,1.2,0.0,0.0,0.0,0.0
2006-11-29,1.2333333,1.2333333,0.0,0.0,0.0,0.0,0.0,2006.0,Nov,Wednesday,2006-11-01,1.2333333,1.2333333,0.0,0.0,0.0,0.0
2006-11-30,1.35,1.35,0.0,0.0,0.0,1.0,2.4849067,2006.0,Nov,Thursday,2006-11-01,1.35,1.35,0.0,1.0,2.4849067,0.0
2006-12-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Friday,2006-12-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2006-12-02,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Saturday,2006-12-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2006-12-03,0.8,0.8421053,0.05,0.0,1.0,1.0,0.0,2006.0,Dec,Sunday,2006-12-01,0.8,0.8421053,1.0,1.0,0.0,0.05
2006-12-04,0.8666667,0.8666667,0.01111111,0.0,1.0,0.0,0.0,2006.0,Dec,Monday,2006-12-01,0.8666667,0.8666667,1.0,0.0,0.0,0.01111111
2006-12-05,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Tuesday,2006-12-01,1.05,1.05,0.0,0.0,0.0,0.0
2006-12-06,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Wednesday,2006-12-01,1.5,1.5,0.0,0.0,0.0,0.0
2006-12-07,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Thursday,2006-12-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2006-12-08,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Friday,2006-12-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2006-12-09,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Saturday,2006-12-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2006-12-10,0.90833336,0.90833336,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Sunday,2006-12-01,0.90833336,0.90833336,0.0,0.0,0.0,0.0
2006-12-11,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Monday,2006-12-01,0.85,0.85,0.0,0.0,0.0,0.0
2006-12-12,1.2166667,1.2166667,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Tuesday,2006-12-01,1.2166667,1.2166667,0.0,0.0,0.0,0.0
2006-12-13,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Wednesday,2006-12-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2006-12-14,0.93333334,0.93333334,0.0,0.0,0.0,1.0,2.3978953,2006.0,Dec,Thursday,2006-12-01,0.93333334,0.93333334,0.0,1.0,2.3978953,0.0
2006-12-15,0.45,0.56373626,0.12777777,0.0,1.0,0.0,0.0,2006.0,Dec,Friday,2006-12-01,0.45,0.56373626,1.0,0.0,0.0,0.12777777
2006-12-16,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Saturday,2006-12-01,0.65,0.65,0.0,0.0,0.0,0.0
2006-12-17,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Sunday,2006-12-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2006-12-18,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Monday,2006-12-01,0.8,0.8,0.0,0.0,0.0,0.0
2006-12-19,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Tuesday,2006-12-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2006-12-20,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Wednesday,2006-12-01,0.95,0.95,0.0,0.0,0.0,0.0
2006-12-21,0.68333334,0.68333334,0.0,0.0,0.0,1.0,0.0,2006.0,Dec,Thursday,2006-12-01,0.68333334,0.68333334,0.0,1.0,0.0,0.0
2006-12-22,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Friday,2006-12-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2006-12-23,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Saturday,2006-12-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2006-12-24,0.90833336,0.90833336,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Sunday,2006-12-01,0.90833336,0.90833336,0.0,0.0,0.0,0.0
2006-12-25,0.725,0.725,0.0,0.0,0.0,1.0,0.0,2006.0,Dec,Monday,2006-12-01,0.725,0.725,0.0,1.0,0.0,0.0
2006-12-26,0.6166667,0.6166667,0.0,0.0,0.0,0.0,0.0,2006.0,Dec,Tuesday,2006-12-01,0.6166667,0.6166667,0.0,0.0,0.0,0.0
2006-12-27,1.35,1.35,0.0,0.0,0.0,1.0,0.0,2006.0,Dec,Wednesday,2006-12-01,1.35,1.35,0.0,1.0,0.0,0.0
2006-12-28,0.75,0.85606056,0.18888889,0.0,1.0,0.0,0.0,2006.0,Dec,Thursday,2006-12-01,0.75,0.85606056,1.0,0.0,0.0,0.18888889
2006-12-29,1.2833333,1.2833333,0.07222222,0.0,1.0,0.0,0.0,2006.0,Dec,Friday,2006-12-01,1.2833333,1.2833333,1.0,0.0,0.0,0.07222222
2006-12-30,0.9852664,1.006026,,1.0,,0.0,0.0,2006.0,Dec,Saturday,2006-12-01,0.98540115,1.0047146,,0.0,0.0,
2006-12-31,0.76666665,0.80440253,0.083333336,0.0,1.0,0.0,0.0,2006.0,Dec,Sunday,2006-12-01,0.76666665,0.80440253,1.0,0.0,0.0,0.083333336
2007-01-01,0.95,1.0504903,0.125,0.0,1.0,0.0,0.0,2007.0,Jan,Monday,2007-01-01,0.95,1.0504903,1.0,0.0,0.0,0.125
2007-01-02,1.3166667,1.3166667,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Tuesday,2007-01-01,1.3166667,1.3166667,0.0,0.0,0.0,0.0
2007-01-03,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Wednesday,2007-01-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2007-01-04,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Thursday,2007-01-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2007-01-05,0.95,0.97544646,0.016666668,0.0,1.0,0.0,0.0,2007.0,Jan,Friday,2007-01-01,0.95,0.97544646,1.0,0.0,0.0,0.016666668
2007-01-06,1.0833334,1.0833334,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Saturday,2007-01-01,1.0833334,1.0833334,0.0,0.0,0.0,0.0
2007-01-07,0.825,0.825,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Sunday,2007-01-01,0.825,0.825,0.0,0.0,0.0,0.0
2007-01-08,1.0166667,1.0166667,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Monday,2007-01-01,1.0166667,1.0166667,0.0,0.0,0.0,0.0
2007-01-09,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Tuesday,2007-01-01,1.05,1.05,0.0,0.0,0.0,0.0
2007-01-10,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Wednesday,2007-01-01,1.3333334,1.3333334,0.0,0.0,0.0,0.0
2007-01-11,1.3166667,1.3166667,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Thursday,2007-01-01,1.3166667,1.3166667,0.0,0.0,0.0,0.0
2007-01-12,0.8833333,0.8833333,0.0,0.0,0.0,1.0,4.189655,2007.0,Jan,Friday,2007-01-01,0.8833333,0.8833333,0.0,1.0,4.189655,0.0
2007-01-13,0.8,0.86154956,0.125,0.0,1.0,0.0,0.0,2007.0,Jan,Saturday,2007-01-01,0.8,0.86154956,1.0,0.0,0.0,0.125
2007-01-14,0.46666667,0.5952778,0.45833334,0.0,1.0,0.0,0.0,2007.0,Jan,Sunday,2007-01-01,0.46666667,0.5952778,1.0,0.0,0.0,0.45833334
2007-01-15,0.78333336,1.063786,0.41666666,0.0,1.0,1.0,3.218876,2007.0,Jan,Monday,2007-01-01,0.78333336,1.063786,1.0,1.0,3.218876,0.41666666
2007-01-16,0.8333333,0.8571429,0.111111104,0.0,1.0,0.0,0.0,2007.0,Jan,Tuesday,2007-01-01,0.8333333,0.8571429,1.0,0.0,0.0,0.111111104
2007-01-17,0.7,0.8826088,0.20555556,0.0,1.0,0.0,0.0,2007.0,Jan,Wednesday,2007-01-01,0.7,0.8826088,1.0,0.0,0.0,0.20555556
2007-01-18,0.8833333,0.95,0.083333336,0.0,1.0,0.0,0.0,2007.0,Jan,Thursday,2007-01-01,0.8833333,0.95,1.0,0.0,0.0,0.083333336
2007-01-19,0.8,0.8,0.12777777,0.0,1.0,0.0,0.0,2007.0,Jan,Friday,2007-01-01,0.8,0.8,1.0,0.0,0.0,0.12777777
2007-01-20,0.93333334,1.0522876,0.21666667,0.0,1.0,0.0,0.0,2007.0,Jan,Saturday,2007-01-01,0.93333334,1.0522876,1.0,0.0,0.0,0.21666667
2007-01-21,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Sunday,2007-01-01,1.05,1.05,0.0,0.0,0.0,0.0
2007-01-22,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Monday,2007-01-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2007-01-23,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Tuesday,2007-01-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2007-01-24,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Wednesday,2007-01-01,0.8,0.8,0.0,0.0,0.0,0.0
2007-01-25,0.51666665,0.51666665,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Thursday,2007-01-01,0.51666665,0.51666665,0.0,0.0,0.0,0.0
2007-01-26,0.8,0.8,0.027777776,0.0,1.0,0.0,0.0,2007.0,Jan,Friday,2007-01-01,0.8,0.8,1.0,0.0,0.0,0.027777776
2007-01-27,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Saturday,2007-01-01,0.85,0.85,0.0,0.0,0.0,0.0
2007-01-28,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Sunday,2007-01-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2007-01-29,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Monday,2007-01-01,0.75,0.75,0.0,0.0,0.0,0.0
2007-01-30,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Tuesday,2007-01-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2007-01-31,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2007.0,Jan,Wednesday,2007-01-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2007-02-01,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Thursday,2007-02-01,0.85,0.85,0.0,0.0,0.0,0.0
2007-02-02,0.55,0.84,0.7388889,0.0,1.0,1.0,3.0445225,2007.0,Feb,Friday,2007-02-01,0.55,0.84,1.0,1.0,3.0445225,0.7388889
2007-02-03,0.55,0.74743587,0.51666665,0.0,1.0,0.0,0.0,2007.0,Feb,Saturday,2007-02-01,0.55,0.74743587,1.0,0.0,0.0,0.51666665
2007-02-04,0.675,1.0544606,0.46666667,0.0,1.0,0.0,0.0,2007.0,Feb,Sunday,2007-02-01,0.675,1.0544606,1.0,0.0,0.0,0.46666667
2007-02-05,0.78333336,0.9382784,0.33888888,0.0,1.0,0.0,0.0,2007.0,Feb,Monday,2007-02-01,0.78333336,0.9382784,1.0,0.0,0.0,0.33888888
2007-02-06,0.75,0.84653467,0.07222222,0.0,1.0,0.0,0.0,2007.0,Feb,Tuesday,2007-02-01,0.75,0.84653467,1.0,0.0,0.0,0.07222222
2007-02-07,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Wednesday,2007-02-01,0.85,0.85,0.0,0.0,0.0,0.0
2007-02-08,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Thursday,2007-02-01,0.85,0.85,0.0,0.0,0.0,0.0
2007-02-09,0.78333336,0.78333336,0.07222222,0.0,1.0,0.0,0.0,2007.0,Feb,Friday,2007-02-01,0.78333336,0.78333336,1.0,0.0,0.0,0.07222222
2007-02-10,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Saturday,2007-02-01,1.05,1.05,0.0,0.0,0.0,0.0
2007-02-11,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Sunday,2007-02-01,1.05,1.05,0.0,0.0,0.0,0.0
2007-02-12,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Monday,2007-02-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2007-02-13,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Tuesday,2007-02-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2007-02-14,0.8666667,0.8666667,0.0,0.0,0.0,1.0,2.8332133,2007.0,Feb,Wednesday,2007-02-01,0.8666667,0.8666667,0.0,1.0,2.8332133,0.0
2007-02-15,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Thursday,2007-02-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2007-02-16,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Friday,2007-02-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2007-02-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Saturday,2007-02-01,1.0,1.0,0.0,0.0,0.0,0.0
2007-02-18,0.7416667,0.7416667,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Sunday,2007-02-01,0.7416667,0.7416667,0.0,0.0,0.0,0.0
2007-02-19,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Monday,2007-02-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2007-02-20,0.53333336,0.53333336,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Tuesday,2007-02-01,0.53333336,0.53333336,0.0,0.0,0.0,0.0
2007-02-21,1.05,1.05,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Wednesday,2007-02-01,1.05,1.05,0.0,0.0,0.0,0.0
2007-02-22,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Thursday,2007-02-01,0.75,0.75,0.0,0.0,0.0,0.0
2007-02-23,0.9166667,0.9166667,0.0,0.0,0.0,1.0,1.609438,2007.0,Feb,Friday,2007-02-01,0.9166667,0.9166667,0.0,1.0,1.609438,0.0
2007-02-24,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Saturday,2007-02-01,0.95,0.95,0.0,0.0,0.0,0.0
2007-02-25,0.73333335,0.82928574,0.061111115,0.0,1.0,0.0,0.0,2007.0,Feb,Sunday,2007-02-01,0.73333335,0.82928574,1.0,0.0,0.0,0.061111115
2007-02-26,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Monday,2007-02-01,0.75,0.75,0.0,0.0,0.0,0.0
2007-02-27,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Tuesday,2007-02-01,0.7,0.7,0.0,0.0,0.0,0.0
2007-02-28,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2007.0,Feb,Wednesday,2007-02-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2007-03-01,0.51666665,0.64870363,0.19444443,0.0,1.0,1.0,3.0445225,2007.0,Mar,Thursday,2007-03-01,0.51666665,0.64870363,1.0,1.0,3.0445225,0.19444443
2007-03-02,0.56666666,0.81884056,0.54444444,0.0,1.0,0.0,0.0,2007.0,Mar,Friday,2007-03-01,0.56666666,0.81884056,1.0,0.0,0.0,0.54444444
2007-03-03,0.46666667,0.5411348,0.2688889,0.0,1.0,0.0,0.0,2007.0,Mar,Saturday,2007-03-01,0.46666667,0.5411348,1.0,0.0,0.0,0.2688889
2007-03-04,0.625,0.67892164,0.09166667,0.0,1.0,0.0,0.0,2007.0,Mar,Sunday,2007-03-01,0.625,0.67892164,1.0,0.0,0.0,0.09166667
2007-03-05,0.76666665,0.851,0.07777778,0.0,1.0,0.0,0.0,2007.0,Mar,Monday,2007-03-01,0.76666665,0.851,1.0,0.0,0.0,0.07777778
2007-03-06,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Tuesday,2007-03-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2007-03-07,0.93333334,0.93333334,0.0,0.0,0.0,1.0,2.3978953,2007.0,Mar,Wednesday,2007-03-01,0.93333334,0.93333334,0.0,1.0,2.3978953,0.0
2007-03-08,0.93333334,0.93333334,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Thursday,2007-03-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0
2007-03-09,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Friday,2007-03-01,0.8,0.8,0.0,0.0,0.0,0.0
2007-03-10,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Saturday,2007-03-01,0.95,0.95,0.0,0.0,0.0,0.0
2007-03-11,0.725,0.725,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Sunday,2007-03-01,0.725,0.725,0.0,0.0,0.0,0.0
2007-03-12,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Monday,2007-03-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2007-03-13,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Tuesday,2007-03-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2007-03-14,0.73333335,0.73333335,0.016666668,0.0,1.0,0.0,0.0,2007.0,Mar,Wednesday,2007-03-01,0.73333335,0.73333335,1.0,0.0,0.0,0.016666668
2007-03-15,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Thursday,2007-03-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2007-03-16,0.71666664,0.7298165,0.01111111,0.0,1.0,0.0,0.0,2007.0,Mar,Friday,2007-03-01,0.71666664,0.7298165,1.0,0.0,0.0,0.01111111
2007-03-17,0.7583333,0.7583333,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Saturday,2007-03-01,0.7583333,0.7583333,0.0,0.0,0.0,0.0
2007-03-18,0.80833334,0.80833334,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Sunday,2007-03-01,0.80833334,0.80833334,0.0,0.0,0.0,0.0
2007-03-19,1.1416667,1.1416667,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Monday,2007-03-01,1.1416667,1.1416667,0.0,0.0,0.0,0.0
2007-03-20,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Tuesday,2007-03-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2007-03-21,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Wednesday,2007-03-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2007-03-22,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Thursday,2007-03-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2007-03-23,0.6333333,0.6333333,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Friday,2007-03-01,0.6333333,0.6333333,0.0,0.0,0.0,0.0
2007-03-24,0.56666666,0.56666666,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Saturday,2007-03-01,0.56666666,0.56666666,0.0,0.0,0.0,0.0
2007-03-25,0.56666666,0.56666666,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Sunday,2007-03-01,0.56666666,0.56666666,0.0,0.0,0.0,0.0
2007-03-26,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Monday,2007-03-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2007-03-27,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Tuesday,2007-03-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2007-03-28,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Wednesday,2007-03-01,0.9,0.9,0.0,0.0,0.0,0.0
2007-03-29,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Thursday,2007-03-01,0.85,0.85,0.0,0.0,0.0,0.0
2007-03-30,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Friday,2007-03-01,0.9,0.9,0.0,0.0,0.0,0.0
2007-03-31,0.40833333,0.40833333,0.0,0.0,0.0,0.0,0.0,2007.0,Mar,Saturday,2007-03-01,0.40833333,0.40833333,0.0,0.0,0.0,0.0
2007-04-01,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2007.0,Apr,Sunday,2007-04-01,0.65,0.65,0.0,0.0,0.0,0.0
2007-04-02,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2007.0,Apr,Monday,2007-04-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2007-04-03,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2007.0,Apr,Tuesday,2007-04-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2007-04-04,0.8833333,0.8833333,0.0,0.0,0.0,0.0,0.0,2007.0,Apr,Wednesday,2007-04-01,0.8833333,0.8833333,0.0,0.0,0.0,0.0
