date,daily_wod_nc,daily_wod,length_disasters_news,interpolated_news,any_disaster_news,disaster_onset,ln_victims_disaster,year,month,dow,monthyear,daily_wod_nc_nk,daily_wod_nk,any_disaster_news_nk,disaster_onset_nk,ln_victims_disaster_nk,length_disasters_news_nk
2001-12-02,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Sunday,2001-12-01,0.95,0.95,0.0,0.0,0.0,0.0
2001-12-03,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Monday,2001-12-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2001-12-04,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Tuesday,2001-12-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2001-12-05,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Wednesday,2001-12-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2001-12-06,1.0833334,1.0833334,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Thursday,2001-12-01,1.0833334,1.0833334,0.0,0.0,0.0,0.0
2001-12-07,1.25,1.25,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Friday,2001-12-01,1.25,1.25,0.0,0.0,0.0,0.0
2001-12-08,0.93333334,0.93333334,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Saturday,2001-12-01,0.93333334,0.93333334,0.0,0.0,0.0,0.0
2001-12-09,0.925,0.925,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Sunday,2001-12-01,0.925,0.925,0.0,0.0,0.0,0.0
2001-12-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Monday,2001-12-01,1.0,1.0,0.0,0.0,0.0,0.0
2001-12-11,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Tuesday,2001-12-01,0.85,0.85,0.0,0.0,0.0,0.0
2001-12-12,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Wednesday,2001-12-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2001-12-13,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Thursday,2001-12-01,1.2,1.2,0.0,0.0,0.0,0.0
2001-12-14,1.1166667,1.1166667,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Friday,2001-12-01,1.1166667,1.1166667,0.0,0.0,0.0,0.0
2001-12-15,0.925,0.925,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Saturday,2001-12-01,0.925,0.925,0.0,0.0,0.0,0.0
2001-12-16,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Sunday,2001-12-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2001-12-17,1.1833333,1.1833333,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Monday,2001-12-01,1.1833333,1.1833333,0.0,0.0,0.0,0.0
2001-12-18,0.98333335,0.98333335,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Tuesday,2001-12-01,0.98333335,0.98333335,0.0,0.0,0.0,0.0
2001-12-19,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Wednesday,2001-12-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2001-12-20,0.6333333,0.6333333,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Thursday,2001-12-01,0.6333333,0.6333333,0.0,0.0,0.0,0.0
2001-12-21,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Friday,2001-12-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2001-12-22,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Saturday,2001-12-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2001-12-23,1.0416666,1.0416666,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Sunday,2001-12-01,1.0416666,1.0416666,0.0,0.0,0.0,0.0
2001-12-24,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Monday,2001-12-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2001-12-25,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Tuesday,2001-12-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2001-12-26,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Wednesday,2001-12-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2001-12-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Thursday,2001-12-01,1.0,1.0,0.0,0.0,0.0,0.0
2001-12-28,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Friday,2001-12-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2001-12-29,0.71666664,0.71666664,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Saturday,2001-12-01,0.71666664,0.71666664,0.0,0.0,0.0,0.0
2001-12-30,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Sunday,2001-12-01,0.55,0.55,0.0,0.0,0.0,0.0
2001-12-31,0.55833334,0.55833334,0.0,0.0,0.0,0.0,0.0,2001.0,Dec,Monday,2001-12-01,0.55833334,0.55833334,0.0,0.0,0.0,0.0
2002-01-01,0.725,0.725,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Tuesday,2002-01-01,0.725,0.725,0.0,0.0,0.0,0.0
2002-01-02,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Wednesday,2002-01-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2002-01-03,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Thursday,2002-01-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2002-01-04,0.6166667,0.6166667,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Friday,2002-01-01,0.6166667,0.6166667,0.0,0.0,0.0,0.0
2002-01-05,0.75,0.75,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Saturday,2002-01-01,0.75,0.75,0.0,0.0,0.0,0.0
2002-01-06,0.56666666,0.56666666,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Sunday,2002-01-01,0.56666666,0.56666666,0.0,0.0,0.0,0.0
2002-01-07,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Monday,2002-01-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-01-08,0.95,0.95,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Tuesday,2002-01-01,0.95,0.95,0.0,0.0,0.0,0.0
2002-01-09,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Wednesday,2002-01-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2002-01-10,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Thursday,2002-01-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2002-01-11,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Friday,2002-01-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2002-01-12,0.675,0.675,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Saturday,2002-01-01,0.675,0.675,0.0,0.0,0.0,0.0
2002-01-13,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Sunday,2002-01-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2002-01-14,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Monday,2002-01-01,0.8,0.8,0.0,0.0,0.0,0.0
2002-01-15,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Tuesday,2002-01-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2002-01-16,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Wednesday,2002-01-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-01-17,0.53333336,0.53333336,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Thursday,2002-01-01,0.53333336,0.53333336,0.0,0.0,0.0,0.0
2002-01-18,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Friday,2002-01-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2002-01-19,0.46666667,0.46666667,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Saturday,2002-01-01,0.46666667,0.46666667,0.0,0.0,0.0,0.0
2002-01-20,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Sunday,2002-01-01,0.9,0.9,0.0,0.0,0.0,0.0
2002-01-21,0.6,0.6,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Monday,2002-01-01,0.6,0.6,0.0,0.0,0.0,0.0
2002-01-22,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Tuesday,2002-01-01,0.85,0.85,0.0,0.0,0.0,0.0
2002-01-23,0.98333335,0.98333335,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Wednesday,2002-01-01,0.98333335,0.98333335,0.0,0.0,0.0,0.0
2002-01-24,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Thursday,2002-01-01,0.9,0.9,0.0,0.0,0.0,0.0
2002-01-25,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Friday,2002-01-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2002-01-26,0.7916667,0.7916667,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Saturday,2002-01-01,0.7916667,0.7916667,0.0,0.0,0.0,0.0
2002-01-27,0.59166664,0.59166664,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Sunday,2002-01-01,0.59166664,0.59166664,0.0,0.0,0.0,0.0
2002-01-28,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Monday,2002-01-01,0.7,0.7,0.0,0.0,0.0,0.0
2002-01-29,0.85,0.85,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Tuesday,2002-01-01,0.85,0.85,0.0,0.0,0.0,0.0
2002-01-30,0.71666664,0.71666664,0.016666668,0.0,1.0,1.0,3.3672957,2002.0,Jan,Wednesday,2002-01-01,0.71666664,0.71666664,1.0,1.0,3.3672957,0.016666668
2002-01-31,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2002.0,Jan,Thursday,2002-01-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2002-02-01,0.75,0.7566371,0.005555555,0.0,1.0,0.0,0.0,2002.0,Feb,Friday,2002-02-01,0.75,0.7566371,1.0,0.0,0.0,0.005555555
2002-02-02,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Saturday,2002-02-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2002-02-03,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Sunday,2002-02-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-02-04,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Monday,2002-02-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2002-02-05,0.56666666,0.56666666,0.005555555,0.0,1.0,0.0,0.0,2002.0,Feb,Tuesday,2002-02-01,0.56666666,0.56666666,1.0,0.0,0.0,0.005555555
2002-02-06,0.6166667,0.6166667,0.061111115,0.0,1.0,0.0,0.0,2002.0,Feb,Wednesday,2002-02-01,0.6166667,0.6166667,1.0,0.0,0.0,0.061111115
2002-02-07,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Thursday,2002-02-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-02-08,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Friday,2002-02-01,0.7,0.7,0.0,0.0,0.0,0.0
2002-02-09,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Saturday,2002-02-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2002-02-10,0.51666665,0.51666665,0.0,0.0,0.0,1.0,0.0,2002.0,Feb,Sunday,2002-02-01,0.51666665,0.51666665,0.0,1.0,0.0,0.0
2002-02-11,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Monday,2002-02-01,0.65,0.65,0.0,0.0,0.0,0.0
2002-02-12,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Tuesday,2002-02-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2002-02-13,0.48333332,0.48333332,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Wednesday,2002-02-01,0.48333332,0.48333332,0.0,0.0,0.0,0.0
2002-02-14,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Thursday,2002-02-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2002-02-15,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Friday,2002-02-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-02-16,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Saturday,2002-02-01,0.7,0.7,0.0,0.0,0.0,0.0
2002-02-17,0.59166664,0.59166664,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Sunday,2002-02-01,0.59166664,0.59166664,0.0,0.0,0.0,0.0
2002-02-18,0.6333333,0.6333333,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Monday,2002-02-01,0.6333333,0.6333333,0.0,0.0,0.0,0.0
2002-02-19,0.6,0.6,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Tuesday,2002-02-01,0.6,0.6,0.0,0.0,0.0,0.0
2002-02-20,0.56666666,0.56666666,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Wednesday,2002-02-01,0.56666666,0.56666666,0.0,0.0,0.0,0.0
2002-02-21,0.78333336,0.78333336,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Thursday,2002-02-01,0.78333336,0.78333336,0.0,0.0,0.0,0.0
2002-02-22,0.53333336,0.53333336,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Friday,2002-02-01,0.53333336,0.53333336,0.0,0.0,0.0,0.0
2002-02-23,0.41666666,0.41666666,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Saturday,2002-02-01,0.41666666,0.41666666,0.0,0.0,0.0,0.0
2002-02-24,0.6,0.6,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Sunday,2002-02-01,0.6,0.6,0.0,0.0,0.0,0.0
2002-02-25,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Monday,2002-02-01,0.65,0.65,0.0,0.0,0.0,0.0
2002-02-26,0.36666667,0.36666667,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Tuesday,2002-02-01,0.36666667,0.36666667,0.0,0.0,0.0,0.0
2002-02-27,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Wednesday,2002-02-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2002-02-28,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2002.0,Feb,Thursday,2002-02-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2002-03-01,0.53333336,0.53333336,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Friday,2002-03-01,0.53333336,0.53333336,0.0,0.0,0.0,0.0
2002-03-02,0.51666665,0.51666665,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Saturday,2002-03-01,0.51666665,0.51666665,0.0,0.0,0.0,0.0
2002-03-03,0.375,0.375,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Sunday,2002-03-01,0.375,0.375,0.0,0.0,0.0,0.0
2002-03-04,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Monday,2002-03-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2002-03-05,0.8666667,0.8666667,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Tuesday,2002-03-01,0.8666667,0.8666667,0.0,0.0,0.0,0.0
2002-03-06,0.96666664,0.96666664,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Wednesday,2002-03-01,0.96666664,0.96666664,0.0,0.0,0.0,0.0
2002-03-07,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Thursday,2002-03-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2002-03-08,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Friday,2002-03-01,0.9,0.9,0.0,0.0,0.0,0.0
2002-03-09,0.675,0.675,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Saturday,2002-03-01,0.675,0.675,0.0,0.0,0.0,0.0
2002-03-10,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Sunday,2002-03-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2002-03-11,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Monday,2002-03-01,0.8,0.8,0.0,0.0,0.0,0.0
2002-03-12,0.76666665,0.76666665,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Tuesday,2002-03-01,0.76666665,0.76666665,0.0,0.0,0.0,0.0
2002-03-13,0.68333334,0.68333334,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Wednesday,2002-03-01,0.68333334,0.68333334,0.0,0.0,0.0,0.0
2002-03-14,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Thursday,2002-03-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-03-15,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Friday,2002-03-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-03-16,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Saturday,2002-03-01,0.7,0.7,0.0,0.0,0.0,0.0
2002-03-17,0.65833336,0.65833336,0.0,0.0,0.0,1.0,2.0794415,2002.0,Mar,Sunday,2002-03-01,0.65833336,0.65833336,0.0,1.0,2.0794415,0.0
2002-03-18,0.7,0.76862746,0.07222222,0.0,1.0,0.0,0.0,2002.0,Mar,Monday,2002-03-01,0.7,0.76862746,1.0,0.0,0.0,0.07222222
2002-03-19,0.53333336,0.60336703,0.083333336,0.0,1.0,1.0,1.9459101,2002.0,Mar,Tuesday,2002-03-01,0.53333336,0.60336703,1.0,1.0,1.9459101,0.083333336
2002-03-20,0.6333333,0.7023102,0.061111115,0.0,1.0,0.0,0.0,2002.0,Mar,Wednesday,2002-03-01,0.6333333,0.7023102,1.0,0.0,0.0,0.061111115
2002-03-21,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Thursday,2002-03-01,0.6666667,0.6666667,0.0,0.0,0.0,0.0
2002-03-22,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Friday,2002-03-01,0.65,0.65,0.0,0.0,0.0,0.0
2002-03-23,0.7083333,0.7083333,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Saturday,2002-03-01,0.7083333,0.7083333,0.0,0.0,0.0,0.0
2002-03-24,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Sunday,2002-03-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2002-03-25,0.8833333,0.8833333,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Monday,2002-03-01,0.8833333,0.8833333,0.0,0.0,0.0,0.0
2002-03-26,0.81666666,0.81666666,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Tuesday,2002-03-01,0.81666666,0.81666666,0.0,0.0,0.0,0.0
2002-03-27,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Wednesday,2002-03-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-03-28,0.73333335,0.73333335,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Thursday,2002-03-01,0.73333335,0.73333335,0.0,0.0,0.0,0.0
2002-03-29,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Friday,2002-03-01,1.2,1.2,0.0,0.0,0.0,0.0
2002-03-30,1.175,1.175,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Saturday,2002-03-01,1.175,1.175,0.0,0.0,0.0,0.0
2002-03-31,1.0083333,1.0083333,0.0,0.0,0.0,0.0,0.0,2002.0,Mar,Sunday,2002-03-01,1.0083333,1.0083333,0.0,0.0,0.0,0.0
2002-04-01,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Monday,2002-04-01,1.2,1.2,0.0,0.0,0.0,0.0
2002-04-02,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Tuesday,2002-04-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2002-04-03,1.3666667,1.3666667,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Wednesday,2002-04-01,1.3666667,1.3666667,0.0,0.0,0.0,0.0
2002-04-04,1.2833333,1.2833333,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Thursday,2002-04-01,1.2833333,1.2833333,0.0,0.0,0.0,0.0
2002-04-05,1.0166667,1.0166667,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Friday,2002-04-01,1.0166667,1.0166667,0.0,0.0,0.0,0.0
2002-04-06,1.1833333,1.1833333,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Saturday,2002-04-01,1.1833333,1.1833333,0.0,0.0,0.0,0.0
2002-04-07,1.1,1.1,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Sunday,2002-04-01,1.1,1.1,0.0,0.0,0.0,0.0
2002-04-08,1.1166667,1.1166667,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Monday,2002-04-01,1.1166667,1.1166667,0.0,0.0,0.0,0.0
2002-04-09,1.15,1.15,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Tuesday,2002-04-01,1.15,1.15,0.0,0.0,0.0,0.0
2002-04-10,1.0333333,1.0333333,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Wednesday,2002-04-01,1.0333333,1.0333333,0.0,0.0,0.0,0.0
2002-04-11,1.1,1.1,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Thursday,2002-04-01,1.1,1.1,0.0,0.0,0.0,0.0
2002-04-12,1.4166666,1.4166666,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Friday,2002-04-01,1.4166666,1.4166666,0.0,0.0,0.0,0.0
2002-04-13,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Saturday,2002-04-01,0.9,0.9,0.0,0.0,0.0,0.0
2002-04-14,1.0666667,1.0666667,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Sunday,2002-04-01,1.0666667,1.0666667,0.0,0.0,0.0,0.0
2002-04-15,1.1,1.1,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Monday,2002-04-01,1.1,1.1,0.0,0.0,0.0,0.0
2002-04-16,0.9166667,0.9166667,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Tuesday,2002-04-01,0.9166667,0.9166667,0.0,0.0,0.0,0.0
2002-04-17,0.8833333,0.8833333,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Wednesday,2002-04-01,0.8833333,0.8833333,0.0,0.0,0.0,0.0
2002-04-18,0.48333332,0.5191358,0.1,0.0,1.0,1.0,1.609438,2002.0,Apr,Thursday,2002-04-01,0.48333332,0.5191358,1.0,1.0,1.609438,0.1
2002-04-19,0.55,0.6362745,0.22222221,0.0,1.0,0.0,0.0,2002.0,Apr,Friday,2002-04-01,0.55,0.6362745,1.0,0.0,0.0,0.22222221
2002-04-20,0.71666664,0.7734052,0.13333334,0.0,1.0,0.0,0.0,2002.0,Apr,Saturday,2002-04-01,0.71666664,0.7734052,1.0,0.0,0.0,0.13333334
2002-04-21,0.71666664,0.777849,0.11666667,0.0,1.0,1.0,0.6931472,2002.0,Apr,Sunday,2002-04-01,0.71666664,0.777849,1.0,1.0,0.6931472,0.11666667
2002-04-22,0.65,0.65,0.01111111,0.0,1.0,0.0,0.0,2002.0,Apr,Monday,2002-04-01,0.65,0.65,1.0,0.0,0.0,0.01111111
2002-04-23,0.8333333,0.90544873,0.21111111,0.0,1.0,1.0,1.609438,2002.0,Apr,Tuesday,2002-04-01,0.8333333,0.90544873,1.0,1.0,1.609438,0.21111111
2002-04-24,0.8333333,0.8471963,0.033333335,0.0,1.0,0.0,0.0,2002.0,Apr,Wednesday,2002-04-01,0.8333333,0.8471963,1.0,0.0,0.0,0.033333335
2002-04-25,0.65,0.65,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Thursday,2002-04-01,0.65,0.65,0.0,0.0,0.0,0.0
2002-04-26,0.51666665,0.51666665,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Friday,2002-04-01,0.51666665,0.51666665,0.0,0.0,0.0,0.0
2002-04-27,0.53333336,0.53333336,0.0,0.0,0.0,1.0,2.3978953,2002.0,Apr,Saturday,2002-04-01,0.53333336,0.53333336,0.0,1.0,2.3978953,0.0
2002-04-28,1.0,1.0082554,0.016666668,0.0,1.0,0.0,0.0,2002.0,Apr,Sunday,2002-04-01,1.0,1.0082554,1.0,0.0,0.0,0.016666668
2002-04-29,0.7,0.85217386,0.30555555,0.0,1.0,0.0,0.0,2002.0,Apr,Monday,2002-04-01,0.7,0.85217386,1.0,0.0,0.0,0.30555555
2002-04-30,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2002.0,Apr,Tuesday,2002-04-01,0.7,0.7,0.0,0.0,0.0,0.0
2002-05-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0,0.0,2002.0,May,Wednesday,2002-05-01,0.8333333,0.8333333,0.0,0.0,0.0,0.0
2002-05-02,0.8666667,0.8666667,0.0,0.0,0.0,1.0,2.3025851,2002.0,May,Thursday,2002-05-01,0.8666667,0.8666667,0.0,1.0,2.3025851,0.0
2002-05-03,0.56666666,0.56666666,0.15555556,0.0,1.0,0.0,0.0,2002.0,May,Friday,2002-05-01,0.56666666,0.56666666,1.0,0.0,0.0,0.15555556
2002-05-04,0.55833334,0.5625,0.016666668,0.0,1.0,0.0,0.0,2002.0,May,Saturday,2002-05-01,0.55833334,0.5625,1.0,0.0,0.0,0.016666668
2002-05-05,0.6333333,0.6333333,0.0,0.0,0.0,1.0,1.0986123,2002.0,May,Sunday,2002-05-01,0.6333333,0.6333333,0.0,1.0,1.0986123,0.0
2002-05-06,0.95,0.95,0.01111111,0.0,1.0,0.0,0.0,2002.0,May,Monday,2002-05-01,0.95,0.95,1.0,0.0,0.0,0.01111111
2002-05-07,0.9,0.9,0.0,0.0,0.0,0.0,0.0,2002.0,May,Tuesday,2002-05-01,0.9,0.9,0.0,0.0,0.0,0.0
2002-05-08,0.8,0.8,0.0,0.0,0.0,0.0,0.0,2002.0,May,Wednesday,2002-05-01,0.8,0.8,0.0,0.0,0.0,0.0
2002-05-09,0.55,0.56565654,0.14444444,0.0,1.0,0.0,0.0,2002.0,May,Thursday,2002-05-01,0.55,0.56565654,1.0,0.0,0.0,0.14444444
2002-05-10,0.6,0.6,0.0,0.0,0.0,1.0,3.3672957,2002.0,May,Friday,2002-05-01,0.6,0.6,0.0,1.0,3.3672957,0.0
2002-05-11,0.64166665,0.64166665,0.0,0.0,0.0,0.0,0.0,2002.0,May,Saturday,2002-05-01,0.64166665,0.64166665,0.0,0.0,0.0,0.0
