date,dow,month,year,monthyear,daily_woi,daily_woi_c_med,daily_woi_nc,daily_woi_long,interpolated_news,lagdaily_woi,lagdaily_woi2,lagdaily_woi3,lagdaily_woi4,lagdaily_woi5,lagdaily_woi6,lagdaily_woi7,leaddaily_woi,leaddaily_woi2,leaddaily_woi3,leaddaily_woi4,leaddaily_woi5,leaddaily_woi6,leaddaily_woi7,lagdaily_woi_nc,lagdaily_woi2_nc,lagdaily_woi3_nc,lagdaily_woi4_nc,lagdaily_woi5_nc,lagdaily_woi6_nc,lagdaily_woi7_nc,leaddaily_woi_nc,leaddaily_woi2_nc,leaddaily_woi3_nc,leaddaily_woi4_nc,leaddaily_woi5_nc,leaddaily_woi6_nc,leaddaily_woi7_nc,lagdaily_woi_long,lagdaily_woi2_long,lagdaily_woi3_long,lagdaily_woi4_long,lagdaily_woi5_long,lagdaily_woi6_long,lagdaily_woi7_long,leaddaily_woi_long,lagdaily_woi_c_med,lagdaily_woi2_c_med,lagdaily_woi3_c_med,lagdaily_woi4_c_med,lagdaily_woi5_c_med,lagdaily_woi6_c_med,lagdaily_woi7_c_med,leaddaily_woi_c_med,victims_isr,victims_pal,occurrence,occurrence_pal,lnvic,lnvic_pal,occurrence_1,occurrence_2_7,occurrence_8_14,occurrence_pal_1,occurrence_pal_2_7,occurrence_pal_8_14,occurrence_t_y,occurrence_pal_t_y,lnvic_t_y,lnvic_pal_y,occurrence_target,victims_target,attacks_target,gaza_war,post_intifada,high_intensity,victims_non_target,occurrence_non_target,any_conflict_news,num_conflict_news,length_conflict_news,length_conflict_news_t_t_1,jhol1,jhol2,jhol3,jhol4,jhol5,jhol6,jhol7,jhol8,jhol9,jhol10,jhol11,jhol12,jhol13,jhol14,jhol15,jhol16,jhol17,mhol1,mhol2,mhol3,mhol4,mhol5,mhol6,mhol7,mhol8,conflict_searches,general_election,congress_start_session,state_of_the_union,main_national_conventions,special_congressional_elections,statewide_elections,gubernatorial_elections,presidential_inauguration,state_primary,presidential_caucuses,special_senate_elections,super_tuesday,iowa_caucuses,nh_presidential_primary,other_presidential_primaries,other_presidential_caucuses,olympics,worldcup,eurocup,worldseries,marchmadness,nbafinals,other_sport_events,major_events,lead_maj_events,lead_disaster,lead_killed_1000,fatal_victims,non_fatal_victims,occurrence_all,occurrence_fatal,occurrence_non_fatal,victims_hpd,occurrence_hpd,victims_lpd,occurrence_lpd,victims_hw,victims_nhw,occurrence_hw,occurrence_nhw,attacks_fatal,attacks_hpd,attacks_hw,barak,sharon,olmert,netanyahu,clinton,bush,obama,us_president_party,p_process,p_talks
2003-05-19,Monday,5.0,2003.0,520.0,0.84333336,0.8455782,0.73333335,0.9409091,0.0,0.7937711,0.6666666,0.71666664,0.71666664,0.56666666,0.9833333,0.9666667,0.9166667,0.9666667,0.85,0.65,0.6666666,0.55,0.76666665,0.68333334,0.6666666,0.71666664,0.71666664,0.56666666,0.9833333,0.9666667,0.9166667,0.9666667,0.6166667,0.65,0.6666666,0.55,0.76666665,1.0108248,1.0166667,1.15,0.76666665,1.1,1.1833333,1.2166667,1.1333333,0.7926667,0.6666666,0.71666664,0.71666664,0.56666666,0.9833333,0.9666667,0.9166667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6931472,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,11.5,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-20,Tuesday,5.0,2003.0,520.0,0.9166667,0.9166667,0.9166667,1.1333333,0.0,0.84333336,0.7937711,0.6666666,0.71666664,0.71666664,0.56666666,0.9833333,0.9666667,0.85,0.65,0.6666666,0.55,0.76666665,0.6,0.73333335,0.68333334,0.6666666,0.71666664,0.71666664,0.56666666,0.9833333,0.9666667,0.6166667,0.65,0.6666666,0.55,0.76666665,0.6,0.9409091,1.0108248,1.0166667,1.15,0.76666665,1.1,1.1833333,1.25,0.8455782,0.7926667,0.6666666,0.71666664,0.71666664,0.56666666,0.9833333,0.9666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-21,Wednesday,5.0,2003.0,520.0,0.9666667,0.9666667,0.9666667,1.25,0.0,0.9166667,0.84333336,0.7937711,0.6666666,0.71666664,0.71666664,0.56666666,0.85,0.65,0.6666666,0.55,0.76666665,0.6,0.53333336,0.9166667,0.73333335,0.68333334,0.6666666,0.71666664,0.71666664,0.56666666,0.6166667,0.65,0.6666666,0.55,0.76666665,0.6,0.53333336,1.1333333,0.9409091,1.0108248,1.0166667,1.15,0.76666665,1.1,1.0833333,0.9166667,0.8455782,0.7926667,0.6666666,0.71666664,0.71666664,0.56666666,0.85,2.0,0.0,1.0,0.0,1.0986123,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0986123,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-22,Thursday,5.0,2003.0,520.0,0.85,0.85,0.6166667,1.0833333,0.0,0.9666667,0.9166667,0.84333336,0.7937711,0.6666666,0.71666664,0.71666664,0.65,0.6666666,0.55,0.76666665,0.6,0.53333336,0.76666665,0.9666667,0.9166667,0.73333335,0.68333334,0.6666666,0.71666664,0.71666664,0.65,0.6666666,0.55,0.76666665,0.6,0.53333336,0.76666665,1.25,1.1333333,0.9409091,1.0108248,1.0166667,1.15,0.76666665,0.80983335,0.9666667,0.9166667,0.8455782,0.7926667,0.6666666,0.71666664,0.71666664,0.65,2.0,0.0,1.0,0.0,1.0986123,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.609438,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,5.6666665,2.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-23,Friday,5.0,2003.0,520.0,0.65,0.65,0.65,0.80983335,0.0,0.85,0.9666667,0.9166667,0.84333336,0.7937711,0.6666666,0.71666664,0.6666666,0.55,0.76666665,0.6,0.53333336,0.76666665,0.72467947,0.6166667,0.9666667,0.9166667,0.73333335,0.68333334,0.6666666,0.71666664,0.6666666,0.55,0.76666665,0.6,0.53333336,0.76666665,0.6333333,1.0833333,1.25,1.1333333,0.9409091,1.0108248,1.0166667,1.15,0.85,0.85,0.9666667,0.9166667,0.8455782,0.7926667,0.6666666,0.71666664,0.6666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0986123,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.1666667,3.9166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,1.0
2003-05-24,Saturday,5.0,2003.0,520.0,0.6666666,0.6666666,0.6666666,0.85,0.0,0.65,0.85,0.9666667,0.9166667,0.84333336,0.7937711,0.6666666,0.55,0.76666665,0.6,0.53333336,0.76666665,0.72467947,1.0833333,0.65,0.6166667,0.9666667,0.9166667,0.73333335,0.68333334,0.6666666,0.55,0.76666665,0.6,0.53333336,0.76666665,0.6333333,1.0833333,0.80983335,1.0833333,1.25,1.1333333,0.9409091,1.0108248,1.0166667,0.85,0.65,0.85,0.9666667,0.9166667,0.8455782,0.7926667,0.6666666,0.55,2.0,0.0,1.0,0.0,1.0986123,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0986123,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.3333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-25,Sunday,5.0,2003.0,520.0,0.55,0.55,0.55,0.85,0.0,0.6666666,0.65,0.85,0.9666667,0.9166667,0.84333336,0.7937711,0.76666665,0.6,0.53333336,0.76666665,0.72467947,1.0833333,1.0450833,0.6666666,0.65,0.6166667,0.9666667,0.9166667,0.73333335,0.68333334,0.76666665,0.6,0.53333336,0.76666665,0.6333333,1.0833333,0.9833333,0.85,0.80983335,1.0833333,1.25,1.1333333,0.9409091,1.0108248,1.0,0.6666666,0.65,0.85,0.9666667,0.9166667,0.8455782,0.7926667,0.76666665,1.0,0.0,1.0,0.0,0.6931472,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.3862944,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,1.0
2003-05-26,Monday,5.0,2003.0,520.0,0.76666665,0.76666665,0.76666665,1.0,0.0,0.55,0.6666666,0.65,0.85,0.9666667,0.9166667,0.84333336,0.6,0.53333336,0.76666665,0.72467947,1.0833333,1.0450833,0.8680272,0.55,0.6666666,0.65,0.6166667,0.9666667,0.9166667,0.73333335,0.6,0.53333336,0.76666665,0.6333333,1.0833333,0.9833333,0.8166667,0.85,0.85,0.80983335,1.0833333,1.25,1.1333333,0.9409091,0.9166667,0.55,0.6666666,0.65,0.85,0.9666667,0.9166667,0.8455782,0.6,2.0,0.0,1.0,0.0,1.0986123,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3862944,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-27,Tuesday,5.0,2003.0,520.0,0.6,0.6,0.6,0.9166667,0.0,0.76666665,0.55,0.6666666,0.65,0.85,0.9666667,0.9166667,0.53333336,0.76666665,0.72467947,1.0833333,1.0450833,0.8680272,1.0166667,0.76666665,0.55,0.6666666,0.65,0.6166667,0.9666667,0.9166667,0.53333336,0.76666665,0.6333333,1.0833333,0.9833333,0.8166667,1.0166667,1.0,0.85,0.85,0.80983335,1.0833333,1.25,1.1333333,0.9333333,0.76666665,0.55,0.6666666,0.65,0.85,0.9666667,0.9166667,0.53333336,1.0,0.0,1.0,0.0,0.6931472,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3862944,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.8333333,1.4166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-28,Wednesday,5.0,2003.0,520.0,0.53333336,0.53333336,0.53333336,0.9333333,0.0,0.6,0.76666665,0.55,0.6666666,0.65,0.85,0.9666667,0.76666665,0.72467947,1.0833333,1.0450833,0.8680272,1.0166667,0.95,0.6,0.76666665,0.55,0.6666666,0.65,0.6166667,0.9666667,0.76666665,0.6333333,1.0833333,0.9833333,0.8166667,1.0166667,0.95,0.9166667,1.0,0.85,0.85,0.80983335,1.0833333,1.25,1.0833333,0.6,0.76666665,0.55,0.6666666,0.65,0.85,0.9666667,0.76666665,1.0,0.0,1.0,0.0,0.6931472,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0986123,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.4166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-29,Thursday,5.0,2003.0,520.0,0.76666665,0.76666665,0.76666665,1.0833333,0.0,0.53333336,0.6,0.76666665,0.55,0.6666666,0.65,0.85,0.72467947,1.0833333,1.0450833,0.8680272,1.0166667,0.95,0.5833334,0.53333336,0.6,0.76666665,0.55,0.6666666,0.65,0.6166667,0.6333333,1.0833333,0.9833333,0.8166667,1.0166667,0.95,0.5833334,0.9333333,0.9166667,1.0,0.85,0.85,0.80983335,1.0833333,0.8666667,0.53333336,0.6,0.76666665,0.55,0.6666666,0.65,0.85,0.72739273,5.0,0.0,1.0,0.0,1.7917595,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9459101,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-30,Friday,5.0,2003.0,520.0,0.72467947,0.72739273,0.6333333,0.8666667,0.0,0.76666665,0.53333336,0.6,0.76666665,0.55,0.6666666,0.65,1.0833333,1.0450833,0.8680272,1.0166667,0.95,0.5833334,0.8333333,0.76666665,0.53333336,0.6,0.76666665,0.55,0.6666666,0.65,1.0833333,0.9833333,0.8166667,1.0166667,0.95,0.5833334,0.8333333,1.0833333,0.9333333,0.9166667,1.0,0.85,0.85,0.80983335,1.2666667,0.76666665,0.53333336,0.6,0.76666665,0.55,0.6666666,0.65,1.0833333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.7917595,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-05-31,Saturday,5.0,2003.0,520.0,1.0833333,1.0833333,1.0833333,1.2666667,0.0,0.72467947,0.76666665,0.53333336,0.6,0.76666665,0.55,0.6666666,1.0450833,0.8680272,1.0166667,0.95,0.5833334,0.8333333,0.6,0.6333333,0.76666665,0.53333336,0.6,0.76666665,0.55,0.6666666,0.9833333,0.8166667,1.0166667,0.95,0.5833334,0.8333333,0.6,0.8666667,1.0833333,0.9333333,0.9166667,1.0,0.85,0.85,1.1099167,0.72739273,0.76666665,0.53333336,0.6,0.76666665,0.55,0.6666666,1.0463436,1.0,0.0,1.0,0.0,0.6931472,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931472,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.33333334,1.4166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-01,Sunday,6.0,2003.0,521.0,1.0450833,1.0463436,0.9833333,1.1099167,0.0,1.0833333,0.72467947,0.76666665,0.53333336,0.6,0.76666665,0.55,0.8680272,1.0166667,0.95,0.5833334,0.8333333,0.6,0.63052285,1.0833333,0.6333333,0.76666665,0.53333336,0.6,0.76666665,0.55,0.8166667,1.0166667,0.95,0.5833334,0.8333333,0.6,0.51666665,1.2666667,0.8666667,1.0833333,0.9333333,0.9166667,1.0,0.85,1.1442177,1.0833333,0.72739273,0.76666665,0.53333336,0.6,0.76666665,0.55,0.8680272,1.0,0.0,1.0,0.0,0.6931472,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0986123,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.1666667,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-02,Monday,6.0,2003.0,521.0,0.8680272,0.8680272,0.8166667,1.1442177,0.0,1.0450833,1.0833333,0.72467947,0.76666665,0.53333336,0.6,0.76666665,1.0166667,0.95,0.5833334,0.8333333,0.6,0.63052285,0.85,0.9833333,1.0833333,0.6333333,0.76666665,0.53333336,0.6,0.76666665,1.0166667,0.95,0.5833334,0.8333333,0.6,0.51666665,0.85,1.1099167,1.2666667,0.8666667,1.0833333,0.9333333,0.9166667,1.0,1.0666667,1.0463436,1.0833333,0.72739273,0.76666665,0.53333336,0.6,0.76666665,1.0166667,1.0,0.0,1.0,0.0,0.6931472,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0986123,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0833334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-03,Tuesday,6.0,2003.0,521.0,1.0166667,1.0166667,1.0166667,1.0666667,0.0,0.8680272,1.0450833,1.0833333,0.72467947,0.76666665,0.53333336,0.6,0.95,0.5833334,0.8333333,0.6,0.63052285,0.85,0.45938697,0.8166667,0.9833333,1.0833333,0.6333333,0.76666665,0.53333336,0.6,0.95,0.5833334,0.8333333,0.6,0.51666665,0.85,0.38333333,1.1442177,1.1099167,1.2666667,0.8666667,1.0833333,0.9333333,0.9166667,1.1666667,0.8680272,1.0463436,1.0833333,0.72739273,0.76666665,0.53333336,0.6,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931472,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.3333335,3.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-04,Wednesday,6.0,2003.0,521.0,0.95,0.95,0.95,1.1666667,0.0,1.0166667,0.8680272,1.0450833,1.0833333,0.72467947,0.76666665,0.53333336,0.5833334,0.8333333,0.6,0.63052285,0.85,0.45938697,0.8508439,1.0166667,0.8166667,0.9833333,1.0833333,0.6333333,0.76666665,0.53333336,0.5833334,0.8333333,0.6,0.51666665,0.85,0.38333333,0.6166667,1.0666667,1.1442177,1.1099167,1.2666667,0.8666667,1.0833333,0.9333333,0.85,1.0166667,0.8680272,1.0463436,1.0833333,0.72739273,0.76666665,0.53333336,0.5833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,6.1666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,1.0
2003-06-05,Thursday,6.0,2003.0,521.0,0.5833334,0.5833334,0.5833334,0.85,0.0,0.95,1.0166667,0.8680272,1.0450833,1.0833333,0.72467947,0.76666665,0.8333333,0.6,0.63052285,0.85,0.45938697,0.8508439,0.7892858,0.95,1.0166667,0.8166667,0.9833333,1.0833333,0.6333333,0.76666665,0.8333333,0.6,0.51666665,0.85,0.38333333,0.6166667,0.65,1.1666667,1.0666667,1.1442177,1.1099167,1.2666667,0.8666667,1.0833333,0.9833333,0.95,1.0166667,0.8680272,1.0463436,1.0833333,0.72739273,0.76666665,0.8333333,2.0,0.0,1.0,0.0,1.0986123,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0986123,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-06,Friday,6.0,2003.0,521.0,0.8333333,0.8333333,0.8333333,0.9833333,0.0,0.5833334,0.95,1.0166667,0.8680272,1.0450833,1.0833333,0.72467947,0.6,0.63052285,0.85,0.45938697,0.8508439,0.7892858,0.67200005,0.5833334,0.95,1.0166667,0.8166667,0.9833333,1.0833333,0.6333333,0.6,0.51666665,0.85,0.38333333,0.6166667,0.65,0.6,0.85,1.1666667,1.0666667,1.1442177,1.1099167,1.2666667,0.8666667,0.7916666,0.5833334,0.95,1.0166667,0.8680272,1.0463436,1.0833333,0.72739273,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0986123,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-07,Saturday,6.0,2003.0,521.0,0.6,0.6,0.6,0.7916666,0.0,0.8333333,0.5833334,0.95,1.0166667,0.8680272,1.0450833,1.0833333,0.63052285,0.85,0.45938697,0.8508439,0.7892858,0.67200005,0.58521503,0.8333333,0.5833334,0.95,1.0166667,0.8166667,0.9833333,1.0833333,0.51666665,0.85,0.38333333,0.6166667,0.65,0.6,0.5416666,0.9833333,0.85,1.1666667,1.0666667,1.1442177,1.1099167,1.2666667,1.0589741,0.8333333,0.5833334,0.95,1.0166667,0.8680272,1.0463436,1.0833333,0.61364377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
2003-06-08,Sunday,6.0,2003.0,521.0,0.63052285,0.61364377,0.51666665,1.0589741,0.0,0.6,0.8333333,0.5833334,0.95,1.0166667,0.8680272,1.0450833,0.85,0.45938697,0.8508439,0.7892858,0.67200005,0.58521503,0.5696212,0.6,0.8333333,0.5833334,0.95,1.0166667,0.8166667,0.9833333,0.85,0.38333333,0.6166667,0.65,0.6,0.5416666,0.56666666,0.7916666,0.9833333,0.85,1.1666667,1.0666667,1.1442177,1.1099167,1.0,0.6,0.8333333,0.5833334,0.95,1.0166667,0.8680272,1.0463436,0.85,6.0,5.0,1.0,1.0,1.9459101,1.7917595,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.9459101,1.7917595,0.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,6.1666665,3.0833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,republican,1.0,0.0
